,Type,Cotton,Organic_cotton,Other_plant,Wool,Other_animal,Polyester,Nylon,Spandex,Polyamide,Other_synthetic,Lyocell,Viscose,Rayon,Other_regenerated,Other,Recycled_content,Reused_content,Material_label,Chemicals_label,Production_label,Manufacturing_location,Transporation_distance,Use_location,Washing_instruction,Drying_instruction,Reusability_label,Recylability_label,EI
234,jacket,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,unknown,15876.0,Czechia,Machine wash_ cold,Line dry,0,0,3
235,jacket,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0,0,0,unknown,15324.0,Poland,Machine wash_ warm,Line dry,0,0,4
236,jacket,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,6734.0,Denmark,Machine wash_ cold,Line dry,0,0,4
237,jacket,0.4,0.0,0.0,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,6635.0,Sweden,Machine wash_ cold,Tumble dry_ low,0,0,5
238,jacket,0.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,unknown,15153.0,Norway,Machine wash_ cold,Line dry,0,0,3
239,jacket,0.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,17358.0,Finland,Machine wash_ cold,Line dry,0,0,4
240,jacket,0.0,0.0,0.0,0.0,0.0,0.76,0.0,0.06,0.0,0.0,0.0,0.18,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,5571.0,UK,Machine wash_ cold,Line dry,0,0,4
241,jacket,0.1,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,6490.0,Spain,Machine wash_ cold,Tumble dry_ low,0,0,4
242,jacket,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,19266.0,Italy,Machine wash_ cold,Line dry,0,0,4
243,jeans,0.97,0.0,0.0,0.0,0.0,0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,unknown,15566.0,Germany,Machine wash_ cold,Line dry,0,0,3
244,jeans,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,19127.0,Belgium,Machine wash_ warm,Line dry,0,0,3
245,jeans,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,unknown,18003.0,Netherlands,Machine wash_ cold,Line dry,0,0,3
246,jeans,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,unknown,9504.0,France,Machine wash_ cold,Line dry,0,0,3
247,jeans,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,unknown,15784.0,Luxembourg,Machine wash_ cold,Line dry,0,0,3
248,jeans,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,unknown,17997.0,Switzerland,Machine wash_ warm,Line dry,0,0,3
249,jeans,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,unknown,16856.0,Austria,Machine wash_ cold,Line dry,0,0,3
250,jeans,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,12370.0,Czechia,Machine wash_ cold,Line dry,0,0,4
251,jeans,0.85,0.0,0.0,0.0,0.0,0.09,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,unknown,6914.0,Poland,Machine wash_ cold,Line dry,0,0,3
252,jeans,0.85,0.0,0.0,0.0,0.0,0.09,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,unknown,10274.0,Denmark,Machine wash_ cold,Line dry,0,0,3
253,jeans,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,12693.0,Sweden,Machine wash_ cold,Line dry,0,0,4
254,jeans,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,unknown,5828.0,Norway,Machine wash_ cold,Line dry,0,0,3
255,jeans,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,16547.0,Finland,Machine wash_ cold,Line dry,0,0,3
256,jeans,0.92,0.0,0.0,0.0,0.0,0.07,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,unknown,16747.0,UK,Machine wash_ cold,Line dry,0,0,3
257,jeans,0.92,0.0,0.0,0.0,0.0,0.07,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,7218.0,Spain,Machine wash_ warm,Tumble dry_ low,0,0,4
258,jeans,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,12856.0,Italy,Machine wash_ warm,Line dry,0,0,4
259,jeans,0.85,0.0,0.0,0.0,0.0,0.14,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,11129.0,Germany,Machine wash_ cold,Line dry,0,0,4
260,jeans,0.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,11985.0,Belgium,Machine wash_ warm,Line dry,0,0,4
261,jeans,0.77,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,unknown,10514.0,Netherlands,Machine wash_ cold,Line dry,0,0,3
262,jeans,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,unknown,8044.0,France,Machine wash_ cold,Line dry,0,0,3
263,jeans,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,unknown,10171.0,Luxembourg,Machine wash_ cold,Line dry,0,0,3
264,jeans,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,unknown,19004.0,Switzerland,Machine wash_ cold,Line dry,0,0,3
265,jeans,0.56,0.0,0.0,0.0,0.0,0.19,0.0,0.01,0.0,0.0,0.14,0.1,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,7479.0,Austria,Machine wash_ cold,Line dry,0,0,4
266,jeans,0.85,0.0,0.0,0.0,0.0,0.13,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,6542.0,Czechia,Machine wash_ cold,Line dry,0,0,4
267,jeans,0.84,0.0,0.0,0.0,0.0,0.14,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,15538.0,Poland,Machine wash_ warm,Line dry,0,0,4
268,jeans,0.7,0.0,0.0,0.0,0.0,0.28,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,unknown,10695.0,Denmark,Machine wash_ cold,Line dry,0,0,3
269,jeans,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,unknown,10720.0,Sweden,Machine wash_ cold,Line dry,0,0,3
270,jeans,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,5508.0,Norway,Machine wash_ cold,Line dry,0,0,4
271,short,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,unknown,12826.0,Finland,Machine wash_ cold,Line dry,0,0,3
272,jeans,0.65,0.0,0.0,0.0,0.0,0.17,0.0,0.02,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,9156.0,UK,Machine wash_ cold,Line dry,0,0,4
273,jeans,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,5938.0,Spain,Machine wash_ cold,Line dry,0,0,4
274,jeans,0.9,0.0,0.0,0.0,0.0,0.08,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,18456.0,Italy,Machine wash_ warm,Line dry,0,0,4
275,skirt,0.92,0.0,0.0,0.0,0.0,0.06,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,16344.0,Germany,Machine wash_ cold,Tumble dry_ low,0,0,4
276,skirt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,1,0,0,unknown,6805.0,Belgium,Machine wash_ cold,Line dry,0,0,3
277,skirt,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.05,0.0,0.0,0.0,0.68,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,6550.0,Netherlands,Machine wash_ cold,Line dry,0,0,5
278,skirt,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.04,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,1,0,0,unknown,5797.0,France,Machine wash_ cold,Line dry,0,0,3
279,skirt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,1,0,0,unknown,14068.0,Luxembourg,Machine wash_ cold,Line dry,0,0,3
280,skirt,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0,0,0,unknown,16881.0,Switzerland,Machine wash_ cold,Line dry,0,0,4
281,skirt,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.04,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,1,0,0,unknown,13248.0,Austria,Machine wash_ cold,Line dry,0,0,4
282,skirt,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0,0,0,unknown,16801.0,Czechia,Machine wash_ cold,Line dry,0,0,4
283,skirt,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,11846.0,Poland,Dry clean,Dry clean,0,0,5
284,skirt,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,0,0,unknown,5898.0,Denmark,Machine wash_ cold,Line dry,0,0,3
285,skirt,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,unknown,19837.0,Sweden,Machine wash_ cold,Line dry,0,0,3
286,skirt,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,5478.0,Norway,Machine wash_ cold,Line dry,0,0,4
287,skirt,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.04,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,1,0,0,unknown,14860.0,Finland,Machine wash_ cold,Line dry,0,0,4
288,skirt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,1,0,0,unknown,7976.0,UK,Machine wash_ cold,Line dry,0,0,3
289,skirt,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.04,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,1,0,0,unknown,13700.0,Spain,Machine wash_ cold,Line dry,0,0,4
290,skirt,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.04,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,1,0,0,unknown,11285.0,Italy,Machine wash_ cold,Line dry,0,0,3
291,skirt,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,19976.0,Germany,Machine wash_ cold,Line dry,0,0,4
292,skirt,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1,0,0,unknown,9578.0,Belgium,Machine wash_ cold,Line dry,0,0,3
293,skirt,0.22,0.5,0.0,0.0,0.0,0.26,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,13087.0,Netherlands,Machine wash_ cold,Line dry,0,0,3
294,skirt,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,13142.0,France,Machine wash_ cold,Line dry,0,0,4
295,skirt,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.04,0.0,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,10750.0,Luxembourg,Machine wash_ cold,Line dry,0,0,5
296,skirt,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0,0,0,unknown,18700.0,Switzerland,Machine wash_ cold,Line dry,0,0,4
297,skirt,0.45,0.5,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,19432.0,Austria,Machine wash_ cold,Line dry,0,0,3
298,skirt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,unknown,13543.0,Czechia,Machine wash_ cold,Line dry,0,0,2
299,skirt,0.0,0.0,0.0,0.0,0.0,0.94,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,17704.0,Poland,Machine wash_ cold,Line dry,0,0,4
300,skirt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,1,0,0,unknown,14408.0,Denmark,Machine wash_ cold,Line dry,0,0,3
301,skirt,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.01,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,9359.0,Sweden,Machine wash_ cold,Line dry,0,0,4
302,skirt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,1,0,0,unknown,10013.0,Norway,Machine wash_ cold,Line dry,0,0,3
303,skirt,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,19090.0,Finland,Machine wash_ cold,Line dry,0,0,5
304,skirt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,13515.0,UK,Machine wash_ cold,Line dry,0,0,5
305,skirt,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,9531.0,Spain,Machine wash_ cold,Line dry,0,0,4
306,skirt,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0,0,0,unknown,12155.0,Italy,Machine wash_ cold,Line dry,0,0,4
307,t-shirt,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,10355.0,Germany,Machine wash_ cold,Line dry,0,0,4
308,t-shirt,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,unknown,6226.0,Belgium,Machine wash_ cold,Line dry,0,0,3
309,t-shirt,0.45,0.5,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,5198.0,Netherlands,Machine wash_ cold,Line dry,0,0,3
310,t-shirt,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,19677.0,France,Machine wash_ cold,Line dry,0,0,4
311,t-shirt,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,unknown,11195.0,Luxembourg,Machine wash_ cold,Line dry,0,0,3
312,t-shirt,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,9150.0,Switzerland,Machine wash_ cold,Line dry,0,0,4
313,t-shirt,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,unknown,6484.0,Austria,Machine wash_ warm,Line dry,0,0,3
314,t-shirt,0.45,0.5,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,11719.0,Czechia,Machine wash_ cold,Line dry,0,0,3
315,t-shirt,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,unknown,6948.0,Poland,Machine wash_ cold,Line dry,0,0,3
316,t-shirt,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,unknown,13544.0,Denmark,Machine wash_ cold,Line dry,0,0,3
317,t-shirt,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,unknown,5784.0,Sweden,Machine wash_ cold,Line dry,0,0,3
318,t-shirt,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.04,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,8672.0,Norway,Machine wash_ cold,Line dry,0,0,4
319,t-shirt,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,14858.0,Finland,Machine wash_ cold,Line dry,0,0,4
320,t-shirt,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,12043.0,UK,Machine wash_ warm,Line dry,0,0,4
321,t-shirt,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,7527.0,Spain,Machine wash_ cold,Line dry,0,0,4
322,t-shirt,0.45,0.5,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,5006.0,Italy,Machine wash_ cold,Line dry,0,0,3
323,t-shirt,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,unknown,16451.0,Germany,Machine wash_ warm,Line dry,0,0,3
324,t-shirt,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,unknown,8716.0,Belgium,Machine wash_ warm,Line dry,0,0,3
325,t-shirt,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,unknown,17422.0,Netherlands,Machine wash_ warm,Line dry,0,0,3
326,t-shirt,0.0,0.0,0.0,0.0,0.0,0.48,0.0,0.04,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,14169.0,France,Machine wash_ cold,Line dry,0,0,4
327,t-shirt,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,16998.0,Luxembourg,Machine wash_ cold,Line dry,0,0,4
328,t-shirt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,18575.0,Switzerland,Machine wash_ cold,Line dry,0,0,5
329,t-shirt,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,unknown,19719.0,Austria,Machine wash_ cold,Line dry,0,0,3
330,t-shirt,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,9712.0,Czechia,Machine wash_ cold,Line dry,0,0,4
331,t-shirt,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,unknown,18473.0,Poland,Machine wash_ cold,Line dry,0,0,3
332,t-shirt,0.07,0.5,0.0,0.0,0.0,0.38,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,6256.0,Denmark,Machine wash_ cold,Line dry,0,0,3
333,t-shirt,0.52,0.0,0.0,0.0,0.0,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0,0,0,unknown,16953.0,Sweden,Machine wash_ warm,Tumble dry_ low,0,0,5
334,t-shirt,0.45,0.5,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,5108.0,Norway,Machine wash_ cold,Line dry,0,0,3
335,t-shirt,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.05,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,18056.0,Finland,Machine wash_ cold,Line dry,0,0,4
336,t-shirt,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,unknown,17918.0,UK,Machine wash_ warm,Line dry,0,0,3
337,t-shirt,0.45,0.5,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,8834.0,Spain,Machine wash_ cold,Line dry,0,0,3
338,t-shirt,0.9,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,19430.0,Italy,Machine wash_ cold,Line dry,0,0,4
339,trousers,0.6,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,unknown,16786.0,Germany,Machine wash_ cold,Line dry,0,0,3
340,trousers,0.6,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,unknown,6090.0,Belgium,Machine wash_ cold,Line dry,0,0,3
341,trousers,0.8,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,15264.0,Netherlands,Machine wash_ cold,Tumble dry_ low,0,0,4
342,trousers,0.82,0.0,0.0,0.0,0.0,0.16,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,5518.0,France,Machine wash_ cold,Line dry,0,0,4
343,trousers,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,unknown,6884.0,Luxembourg,Machine wash_ cold,Line dry,0,0,3
344,trousers,0.6,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,unknown,6176.0,Switzerland,Machine wash_ cold,Line dry,0,0,3
345,trousers,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,unknown,13583.0,Austria,Machine wash_ cold,Line dry,0,0,3
346,trousers,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,unknown,5141.0,Czechia,Machine wash_ cold,Line dry,0,0,3
347,trousers,0.5,0.0,0.0,0.0,0.0,0.43,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,18733.0,Poland,Machine wash_ warm,Tumble dry_ low,0,0,5
348,trousers,0.82,0.0,0.0,0.0,0.0,0.16,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,5659.0,Denmark,Machine wash_ cold,Line dry,0,0,4
349,trousers,0.6,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,unknown,14925.0,Sweden,Machine wash_ cold,Line dry,0,0,3
350,trousers,0.8,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,16327.0,Norway,Machine wash_ cold,Line dry,0,0,4
351,trousers,0.0,0.0,0.0,0.0,0.0,0.65,0.0,0.05,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0,0,0,unknown,19444.0,Finland,Machine wash_ cold,Line dry,0,0,4
352,trousers,0.92,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,unknown,5868.0,UK,Machine wash_ warm,Line dry,0,0,3
