ID,Type,Cotton,Organic_cotton,Linen,Hemp,Jute,Other_plant,Silk,Wool,Leather,Camel,Cashmere,Alpaca,Feathers,Other_animal,Polyester,Nylon,Acrylic,Spandex,Elastane,Polyamide,Other_synthetic,Lyocell,Viscose,Acetate,Modal,Rayon,Other_regenerated,Other,Recycled_content,Reused_content,Material_label,Chemicals_label,Production_label,Manufacturing_location,Transporation_distance,Use_location,Washing_instruction,Drying_instruction,Reusability_label,Recylability_label,EI
228,jacket,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,12508,Germany,Machine wash_ cold,Line dry,0,0,4
229,jacket,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,15306,Belgium,Machine wash_ cold,Line dry,0,0,4
230,jacket,"1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",1,0,0,NaN,9179,Netherlands,Machine wash_ cold,Line dry,0,0,3
231,jacket,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,5976,France,Machine wash_ cold,Line dry,0,0,4
232,jacket,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,76","0,00","0,00","0,00","0,06","0,00","0,00","0,00","0,18","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,13560,Luxembourg,Machine wash_ cold,Line dry,0,0,4
233,jacket,"0,58","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,42","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,7187,Switzerland,Machine wash_ warm,Line dry,0,0,5
234,jacket,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,18907,Austria,Machine wash_ warm,Tumble dry_ low,0,0,4
235,jacket,"1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",1,0,0,NaN,15876,Czechia,Machine wash_ cold,Line dry,0,0,3
236,jacket,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,20","0,00",0,0,0,NaN,15324,Poland,Machine wash_ warm,Line dry,0,0,4
237,jacket,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,50","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,50","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,6734,Denmark,Machine wash_ cold,Line dry,0,0,4
238,jacket,"0,40","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,60","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,6635,Sweden,Machine wash_ cold,Tumble dry_ low,0,0,5
239,jacket,"0,79","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,21","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",1,0,0,NaN,15153,Norway,Machine wash_ cold,Line dry,0,0,3
240,jacket,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,33","0,00","0,00","0,00","0,00","0,00","0,00","0,67","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,17358,Finland,Machine wash_ cold,Line dry,0,0,4
241,jacket,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,76","0,00","0,00","0,00","0,06","0,00","0,00","0,00","0,18","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,5571,UK,Machine wash_ cold,Line dry,0,0,4
242,jacket,"0,10","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,90","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,6490,Spain,Machine wash_ cold,Tumble dry_ low,0,0,4
243,jacket,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,19266,Italy,Machine wash_ cold,Line dry,0,0,4
244,jeans,"0,97","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,02","0,00","0,00","0,00","0,01","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",1,0,0,NaN,15566,Germany,Machine wash_ cold,Line dry,0,0,3
245,jeans,"0,50","0,50","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,19127,Belgium,Machine wash_ warm,Line dry,0,0,3
246,jeans,"1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",1,0,0,NaN,18003,Netherlands,Machine wash_ cold,Line dry,0,0,3
247,jeans,"0,98","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,02","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",1,0,0,NaN,9504,France,Machine wash_ cold,Line dry,0,0,3
248,jeans,"0,99","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,01","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",1,0,0,NaN,15784,Luxembourg,Machine wash_ cold,Line dry,0,0,3
249,jeans,"1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",1,0,0,NaN,17997,Switzerland,Machine wash_ warm,Line dry,0,0,3
250,jeans,"0,98","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,02","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",1,0,0,NaN,16856,Austria,Machine wash_ cold,Line dry,0,0,3
251,jeans,"0,97","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,03","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,12370,Czechia,Machine wash_ cold,Line dry,0,0,4
252,jeans,"0,85","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,09","0,00","0,00","0,00","0,06","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",1,0,0,NaN,6914,Poland,Machine wash_ cold,Line dry,0,0,3
253,jeans,"0,85","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,09","0,00","0,00","0,00","0,06","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",1,0,0,NaN,10274,Denmark,Machine wash_ cold,Line dry,0,0,3
254,jeans,"0,94","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,02","0,00","0,04","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,12693,Sweden,Machine wash_ cold,Line dry,0,0,4
255,jeans,"1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",1,0,0,NaN,5828,Norway,Machine wash_ cold,Line dry,0,0,3
256,jeans,"0,50","0,50","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,16547,Finland,Machine wash_ cold,Line dry,0,0,3
257,jeans,"0,92","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,07","0,00","0,00","0,00","0,01","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",1,0,0,NaN,16747,UK,Machine wash_ cold,Line dry,0,0,3
258,jeans,"0,92","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,07","0,00","0,00","0,00","0,01","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,7218,Spain,Machine wash_ warm,Tumble dry_ low,0,0,4
259,jeans,"1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,12856,Italy,Machine wash_ warm,Line dry,0,0,4
260,jeans,"0,85","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,14","0,00","0,00","0,00","0,01","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,11129,Germany,Machine wash_ cold,Line dry,0,0,4
261,jeans,"0,89","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,11","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,11985,Belgium,Machine wash_ warm,Line dry,0,0,4
262,jeans,"0,77","0,00","0,00","0,23","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",1,0,0,NaN,10514,Netherlands,Machine wash_ cold,Line dry,0,0,3
263,jeans,"1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",1,0,0,NaN,8044,France,Machine wash_ cold,Line dry,0,0,3
264,jeans,"0,98","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,02","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",1,0,0,NaN,10171,Luxembourg,Machine wash_ cold,Line dry,0,0,3
265,jeans,"0,97","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,03","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",1,0,0,NaN,19004,Switzerland,Machine wash_ cold,Line dry,0,0,3
266,jeans,"0,56","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,19","0,00","0,00","0,00","0,01","0,00","0,00","0,14","0,10","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,7479,Austria,Machine wash_ cold,Line dry,0,0,4
267,jeans,"0,85","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,13","0,00","0,00","0,00","0,02","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,6542,Czechia,Machine wash_ cold,Line dry,0,0,4
268,jeans,"0,84","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,14","0,00","0,00","0,00","0,02","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,15538,Poland,Machine wash_ warm,Line dry,0,0,4
269,jeans,"0,70","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,28","0,00","0,00","0,00","0,02","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",1,0,0,NaN,10695,Denmark,Machine wash_ cold,Line dry,0,0,3
270,jeans,"0,99","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,01","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",1,0,0,NaN,10720,Sweden,Machine wash_ cold,Line dry,0,0,3
271,jeans,"0,98","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,02","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,5508,Norway,Machine wash_ cold,Line dry,0,0,4
272,short,"1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",1,0,0,NaN,12826,Finland,Machine wash_ cold,Line dry,0,0,3
273,jeans,"0,65","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,17","0,00","0,00","0,00","0,02","0,00","0,00","0,00","0,16","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,9156,UK,Machine wash_ cold,Line dry,0,0,4
274,jeans,"0,98","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,02","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,5938,Spain,Machine wash_ cold,Line dry,0,0,4
275,jeans,"0,90","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,08","0,00","0,00","0,00","0,02","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,18456,Italy,Machine wash_ warm,Line dry,0,0,4
276,skirt,"0,92","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,06","0,00","0,00","0,00","0,02","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,16344,Germany,Machine wash_ cold,Tumble dry_ low,0,0,4
277,skirt,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,05","0,00","0,00","0,00","0,95","0,00","0,00","0,00","0,00","0,00","0,00","0,00",1,0,0,NaN,6805,Belgium,Machine wash_ cold,Line dry,0,0,3
278,skirt,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,27","0,00","0,00","0,05","0,00","0,00","0,00","0,68","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,6550,Netherlands,Machine wash_ cold,Line dry,0,0,5
279,skirt,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,24","0,00","0,00","0,04","0,00","0,00","0,00","0,72","0,00","0,00","0,00","0,00","0,00","0,00","0,00",1,0,0,NaN,5797,France,Machine wash_ cold,Line dry,0,0,3
280,skirt,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,05","0,00","0,00","0,00","0,95","0,00","0,00","0,00","0,00","0,00","0,00","0,00",1,0,0,NaN,14068,Luxembourg,Machine wash_ cold,Line dry,0,0,3
281,skirt,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,95","0,00","0,00","0,00","0,05","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,20","0,00",0,0,0,NaN,16881,Switzerland,Machine wash_ cold,Line dry,0,0,4
282,skirt,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,24","0,00","0,00","0,04","0,00","0,00","0,00","0,72","0,00","0,00","0,00","0,00","0,00","0,00","0,00",1,0,0,NaN,13248,Austria,Machine wash_ cold,Line dry,0,0,4
283,skirt,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,95","0,00","0,00","0,00","0,05","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,20","0,00",0,0,0,NaN,16801,Czechia,Machine wash_ cold,Line dry,0,0,4
284,skirt,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,50","0,50","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,11846,Poland,Dry clean,Dry clean,0,0,5
285,skirt,"0,50","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,50","0,00","0,00","0,00","0,00","0,00",1,0,0,NaN,5898,Denmark,Machine wash_ cold,Line dry,0,0,3
286,skirt,"0,95","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,05","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",1,0,0,NaN,19837,Sweden,Machine wash_ cold,Line dry,0,0,3
287,skirt,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,5478,Norway,Machine wash_ cold,Line dry,0,0,4
288,skirt,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,24","0,00","0,00","0,04","0,00","0,00","0,00","0,72","0,00","0,00","0,00","0,00","0,00","0,00","0,00",1,0,0,NaN,14860,Finland,Machine wash_ cold,Line dry,0,0,4
289,skirt,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,05","0,00","0,00","0,00","0,95","0,00","0,00","0,00","0,00","0,00","0,00","0,00",1,0,0,NaN,7976,UK,Machine wash_ cold,Line dry,0,0,3
290,skirt,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,24","0,00","0,00","0,04","0,00","0,00","0,00","0,72","0,00","0,00","0,00","0,00","0,00","0,00","0,00",1,0,0,NaN,13700,Spain,Machine wash_ cold,Line dry,0,0,4
291,skirt,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,24","0,00","0,00","0,04","0,00","0,00","0,00","0,72","0,00","0,00","0,00","0,00","0,00","0,00","0,00",1,0,0,NaN,11285,Italy,Machine wash_ cold,Line dry,0,0,3
292,skirt,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,19976,Germany,Machine wash_ cold,Line dry,0,0,4
293,skirt,"0,50","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,50","0,00","0,00","0,00","0,00","0,00",1,0,0,NaN,9578,Belgium,Machine wash_ cold,Line dry,0,0,3
294,skirt,"0,22","0,50","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,26","0,00","0,00","0,00","0,02","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,13087,Netherlands,Machine wash_ cold,Line dry,0,0,3
295,skirt,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,13142,France,Machine wash_ cold,Line dry,0,0,4
296,skirt,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,24","0,00","0,00","0,04","0,00","0,00","0,00","0,72","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,10750,Luxembourg,Machine wash_ cold,Line dry,0,0,5
297,skirt,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,95","0,00","0,00","0,00","0,05","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,20","0,00",0,0,0,NaN,18700,Switzerland,Machine wash_ cold,Line dry,0,0,4
298,skirt,"0,45","0,50","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,05","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,19432,Austria,Machine wash_ cold,Line dry,0,0,3
299,skirt,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",1,0,0,NaN,13543,Czechia,Machine wash_ cold,Line dry,0,0,2
300,skirt,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,94","0,00","0,00","0,00","0,06","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,17704,Poland,Machine wash_ cold,Line dry,0,0,4
301,skirt,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,05","0,00","0,00","0,00","0,95","0,00","0,00","0,00","0,00","0,00","0,00","0,00",1,0,0,NaN,14408,Denmark,Machine wash_ cold,Line dry,0,0,3
302,skirt,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,85","0,00","0,00","0,00","0,01","0,00","0,00","0,00","0,14","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,9359,Sweden,Machine wash_ cold,Line dry,0,0,4
303,skirt,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,05","0,00","0,00","0,00","0,95","0,00","0,00","0,00","0,00","0,00","0,00","0,00",1,0,0,NaN,10013,Norway,Machine wash_ cold,Line dry,0,0,3
304,skirt,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,19090,Finland,Machine wash_ cold,Line dry,0,0,5
305,skirt,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,13515,UK,Machine wash_ cold,Line dry,0,0,5
306,skirt,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,9531,Spain,Machine wash_ cold,Line dry,0,0,4
307,skirt,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,95","0,00","0,00","0,00","0,05","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,20","0,00",0,0,0,NaN,12155,Italy,Machine wash_ cold,Line dry,0,0,4
308,t-shirt,"0,95","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,05","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",0,0,0,NaN,10355,Germany,Machine wash_ cold,Line dry,0,0,4
309,t-shirt,"1,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",1,0,0,NaN,6226,Belgium,Machine wash_ cold,Line dry,0,0,3
